closure_row_id	phase3c_row_id	source_kind	source_file	obligation_classes	blocking_reason	target_disposition_path	disposition	v2_row_pointer	evidence	notes
P3F-CLOSURE-0443	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0025	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0025	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0025;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc-15.2.0;offset=721152..721168;closure_event=P3F-EVENT-1844;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0444	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0028	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0028	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0028;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc-15.2.0;offset=1420878..1420880;closure_event=P3F-EVENT-1845;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0445	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0031	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0031	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0031;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc-15.2.0;offset=1490932..1490944;closure_event=P3F-EVENT-1846;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0446	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0034	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0034	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0034;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc-15.2.0;offset=1746136..1753088;closure_event=P3F-EVENT-1847;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0447	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0036	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0036	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0036;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc-15.2.0;offset=1755856..1769472;closure_event=P3F-EVENT-1848;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0448	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0019	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0019	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0019;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=HOST-ZSTD;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/libzstd.1.dylib;offset=1536..17096;closure_event=P3F-EVENT-1849;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0449	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0021	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0021	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0021;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=HOST-ZSTD;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/libzstd.1.dylib;offset=546192..546528;closure_event=P3F-EVENT-1850;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0450	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0024	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0024	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0024;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=HOST-ZSTD;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/libzstd.1.dylib;offset=571193..571196;closure_event=P3F-EVENT-1851;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0451	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0026	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0026	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0026;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=HOST-ZSTD;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/libzstd.1.dylib;offset=573356..573360;closure_event=P3F-EVENT-1852;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0452	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0030	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0030	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__libzstd_1_dylib-0030;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=HOST-ZSTD;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/libzstd.1.dylib;offset=574392..589824;closure_event=P3F-EVENT-1853;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
